company_name,parent_country,city,county,sector,operational_status,confidence,source_url,notes,data_source
Specialty Coating Systems,Japan,Indianapolis,Marion,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Parylene coatings; Japanese-affiliated ownership.,JETRO
St. Joseph Energy Center,Japan,South Bend,St. Joseph,Energy,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification.,JETRO
"Star Automation, Inc.",Japan,Evansville,Vanderburgh,Industrial Equipment,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 5625 Vogel Road, Evansville 47715. Star Seiki (Japan); robots/automation.",JETRO
Steel Technologies LLC (Clark),Japan,Jeffersonville,Clark,Steel/Metal,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Multiple IN county locations. Mitsui Steel group.,JETRO
Steel Technologies LLC (Decatur),Japan,Greensburg,Decatur,Steel/Metal,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Steel Technologies LLC (Montgomery),Japan,Crawfordsville,Montgomery,Steel/Metal,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification.,JETRO
Steel Technologies LLC (Porter),Japan,Portage,Porter,Steel/Metal,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Steel Technologies LLC (St. Joseph),Japan,South Bend,St. Joseph,Steel/Metal,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Stratosphere Quality,Japan,Noblesville,Hamilton,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Subaru of America (Boone),Japan,Lebanon,Boone,Services,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Regional office / logistics; distinct from SIA manufacturing plant in Tippecanoe County.,JETRO
Sullair,Japan,Michigan City,LaPorte,Industrial Equipment,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Air compressors; Hitachi Group.,JETRO
Sun Chemical Corp.,Japan,Frankfort,Clinton,Chemicals,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. DIC Corporation (Tokyo) subsidiary; printing inks.,JETRO
Suncall America Inc.,Japan,Richmond,Wayne,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 505 Industrial Parkway, Richmond 47374. Suncall Corp. (Kyoto); automotive wire springs. ~154 employees.",JETRO
Sunright America Inc,Japan,Columbus,Bartholomew,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Suzuki Garphyttan Corp.,Japan,South Bend,St. Joseph,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Garphyttan Wire; Suzuki Metals group.,JETRO
TAS Air Cargo (USA) Inc.,Japan,Princeton,Gibson,Logistics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: Old Hwy 41 R.R.1 Box 174C, Princeton 47670.",JETRO
TASUS Corp. (HQ),Japan,Bloomington,Monroe,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 300 Daniels Way, Bloomington 47404. Automotive trim; TASUS Corp.",JETRO
TASUS Corp. (MFG),Japan,Bloomington,Monroe,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
"TBK America, Inc.",Japan,Richmond,Wayne,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. TBK Co., Ltd. (Tokyo); brake components. ~92 employees.",JETRO
TDK Corporation of America,Japan,Indianapolis,Marion,Electronics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 4015 W. Vincennes Road, Indianapolis 46268. TDK Corp. (Tokyo); electronics.",JETRO
TG Missouri,Japan,New Albany,Floyd,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Toyoda Gosei group; weather strips/seals.,JETRO
TOA USA LLC,Japan,Mooresville,Morgan,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 2000 Pleiades Drive, Mooresville 46158. TOA Corp. (Japan); automotive parts.",JETRO
TOA USA LLC (Randolph),Japan,Winchester,Randolph,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. TOMASCO Indiana LLC: Address: 200 Inks Drive, Winchester 47394.",JETRO
TOMASCO Indiana LLC,Japan,Winchester,Randolph,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 200 Inks Drive, Winchester 47394.",JETRO
"TRIN, Inc.",Japan,Ashley,DeKalb,Automotive,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification. Address: 500 H.L. Thompson Jr. Drive, Ashley 46705. Same as Tokai Rika Indiana / TRIN Inc. in IEDC list.",JETRO
TS Tech Indiana LLC,Japan,New Castle,Henry,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. TS Tech Co., Ltd. (Saitama); automotive seating. Honda supplier.",JETRO
Takenaka Corp. USA,Japan,Greenwood,Johnson,Construction,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 56 South Park Blvd., Greenwood 46143. Takenaka Corp. (Osaka); construction.",JETRO
Tobutsu America Corporation,Japan,Indianapolis,Marion,Trading,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 7202 East 87th Street, Indianapolis 46256.",JETRO
Tokai Rika Indiana (TRIN Inc.),Japan,Ashley,DeKalb,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 500 H.L. Thompson Jr. Drive, Ashley 46705 (from JcomplistEng as TRIN, Inc.). Steering locks, switches; Tokai Rika Co. (Toyota group, Aichi).",JETRO
Toray Resin Co.,Japan,Shelbyville,Shelby,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Toray Industries (Tokyo); engineering resins.,JETRO
Toyo Seiko,Japan,South Bend,St. Joseph,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Toyoshima Special Steel USA,Japan,Indianapolis,Marion,Steel/Metal,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 735 St. Paul Street, Indianapolis 46203. Toyoshima & Co. (Nagoya); steel service.",JETRO
Toyota Boshoku Indiana Mfg.,Japan,Princeton,Gibson,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Toyota group; seating/interior components for Toyota plant.,JETRO
Toyota Industrial Equipment Mfg. Inc.,Japan,Columbus,Bartholomew,Automotive,Active,High,https://www.chicago.us.emb-japan.go.jp/JcomplistEng.pdf,"Address: 5555 Inwood Drive, Columbus 47202. Manufactures Toyota forklifts. Toyota Industries Corp. subsidiary.",JETRO
Toyota Industries North America Inc,Japan,Columbus,Bartholomew,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Toyota Industries Personnel Service of America,Japan,Columbus,Bartholomew,Services,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Toyota Logistics Services,Japan,Princeton,Gibson,Logistics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Toyota group inbound logistics.,JETRO
Toyota Material Handling North America,Japan,Columbus,Bartholomew,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Toyota Tsusho America (Columbus),Japan,Columbus,Bartholomew,Logistics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 5560 South 175W, Columbus 47201.",JETRO
Toyota Tsusho America (Gibson),Japan,Princeton,Gibson,Logistics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: RR #1 Box 174, Princeton 47670.",JETRO
Toyota Tsusho America (Johnson),Japan,Franklin,Johnson,Logistics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Toyota Tsusho America (Tippecanoe),Japan,Lafayette,Tippecanoe,Logistics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Tsuda USA Corporation,Japan,Greenfield,Hancock,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Tsune America LLC,Japan,Franklin,Johnson,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 2625 N. Morton, Franklin. Circular sawing systems. ~31 employees (2023).",JETRO
"UGN, Inc.",Japan,Valparaiso,Porter,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 2252 Industrial Drive, Valparaiso 46383. UGN (Nihon Tokushu Toryo); acoustic insulation.",JETRO
US Premier Tube Mills LLC,Japan,Madison,Jefferson,Steel/Metal,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
USHIO America Inc.,Japan,Dyer,Lake,Electronics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 14795 W 101st Ave., Suite B, Dyer 46311. USHIO Inc. (Tokyo); specialty lighting.",JETRO
Univertical,Japan,Angola,Steuben,Manufacturing,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification. Electroplating; Japanese-affiliated.,JETRO
Vicksmetal Armco Associates,Japan,Frankfort,Clinton,Steel/Metal,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Waupaca Foundry,Japan,Tell City,Perry,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Iron castings; KPS Capital Partners / formerly Japanese-affiliated.,JETRO
Wingard Wheel Works,Japan,Lafayette,Tippecanoe,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Wynright Corporation (Lake),Japan,Gary,Lake,Logistics/Tech,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Daifuku Co., Ltd. (Osaka) subsidiary; material handling systems.",JETRO
Yajima USA,Japan,Lafayette,Tippecanoe,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Yamaguchi Mfg. USA,Japan,Richmond,Wayne,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. ~5 employees.,JETRO
Yamaha Marine Precision Propellers,Japan,Indianapolis,Marion,Manufacturing,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification. Yamaha Motor Co. (Iwata, Japan); marine propellers.",JETRO
Yamazen,Japan,Noblesville,Hamilton,Industrial Equipment,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Yamazen Corp. (Osaka); machinery distribution.,JETRO
"Yasui Seiki Co., (USA)",Japan,Bloomington,Monroe,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 2333 Industrial Drive, Bloomington 47404.",JETRO
Yukiya USA Gasket & Sealing,Japan,Richmond,Wayne,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
"Yuma Industries, Inc.",Japan,Shelbyville,Shelby,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 783 W. Mausoleum Road, Shelbyville 46176.",JETRO
Yusen World Service (Indiana),Japan,West Lafayette,Tippecanoe,Logistics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 1048C Sagamore Park Center West, West Lafayette 47906.",JETRO
Yushiro Mfg. America,Japan,Shelbyville,Shelby,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Yushiro Chemical Industry (Tokyo); metalworking fluids.,JETRO
Infosys Limited — Indianapolis Education Center,India,Indianapolis,Marion,IT Services / Training & Education,Severely Delayed / Partial,High,https://events.in.gov/event/iedc-infosys-announces-plans-to-hire-2000-people-in-indiana-invest-28m,"Former Weir Cook Terminal site. Phase 1 training building completed. ~100–150 jobs vs. 3,000 target as of 2024. Investment events tracked separately.",Phase4
Wipro Ltd — Indianapolis (Appirio legacy),India,Indianapolis,Marion,IT Services / Cloud Consulting,Operational,High,https://www.wipro.com/newsroom/press-releases/2016/wipro-to-acquire-appirio--a-global-cloud-services-company/,Acquired Appirio (Indianapolis HQ) Oct 2016 for $500M. Appirio brand retired Mar 2021; integrated into Wipro Salesforce practice. Indianapolis office maintained post-integration.,Phase4
Tata Consultancy Services (TCS) — Indianapolis,India,Indianapolis,Marion,IT Services,Operational,Medium,https://www.tcs.com/us-locations,TCS maintains Indianapolis delivery presence; confirmed via office locator and LinkedIn job postings. No publicized Indiana-specific capital investment found; tracked as presence only.,Phase4
HCL Technologies — Indiana Presence,India,Indianapolis,Marion,IT Services,Operational,Medium,https://www.hcltech.com/geo-presence/united-states,HCL confirmed Indiana client-delivery presence via LinkedIn postings and geo-presence page. No publicized Indiana-specific capital commitment found.,Phase4
"AXISCADES Technologies — North American HQ, Columbus",India,Columbus,Bartholomew,Engineering Services — Aerospace / Auto / Medical,Operational,High,https://www.areadevelopment.com/newsitems/12-7-2017/axiscades-headquarters-columbus-indiana.shtml,"North American HQ at 810 Brown Street, Columbus; satellite office in Lafayette. $10M over 5 years (2017). 1,900+ global associates. Investment event tracked separately.",Phase4
Novelis Inc. — Terre Haute Rolling Mill,India,Terre Haute,Vigo,Aluminum — Rolled Products & Foil,Operational,High,https://investors.novelis.com/news-events/press-releases/detail/79/novelis-announces-7-million-expansion-37-new-jobs-in-terre-haute,"World's largest rolled aluminum producer. Terre Haute plant produces foil/packaging stock. Parent: Hindalco Industries Ltd., Mumbai. Investment events tracked separately.",Phase4
"Persistent Systems — IOT Competency Center, Indianapolis",India,Indianapolis,Marion,IT Services / IoT,Operational,Medium,https://www.persistent.com/offices/,"Persistent Systems confirmed Indianapolis delivery center via office locator and Indiana state procurement contracts. No publicized Indiana-specific capital investment. Parent: Persistent Systems Ltd., Pune.",Phase4
Panacea Medical Technologies — Noblesville,India,Noblesville,Hamilton,Medical Devices — Radiation Therapy,Planned / Status Unclear,Medium,https://events.in.gov/event/iedcindia-based-medical-device-manufacturer-establishing-first-us-facility-in-noblesville,"2020 IEDC: First U.S. facility for Bengaluru Hexatron LINAC manufacturer. 20,000 sq ft. No operational confirmation found post-2020. Investment event tracked separately.",Phase4
Cipla USA — Indiana Distribution,India,Indianapolis,Marion,Pharmaceutical Distribution,Operational,Low,https://www.cipla.com/about-cipla/our-presence,Cipla (Mumbai) confirmed U.S. distribution operations including Midwest. Indiana-specific facility not independently verified; requires Secretary of State registration check. Low confidence — may be serviced via distributor rather than direct facility.,Phase4
Serum Institute of Life Sciences — Indiana Presence,India,Indianapolis,Marion,Biopharmaceuticals,Operational,Low,https://www.seruminstitute.com/contact_us.php,Serum Institute (Pune) U.S. subsidiary registered in Indiana per Secretary of State records. No physical facility or capital investment confirmed. Low confidence — likely registered agent only.,Phase4
Nanshan America LLC — Lafayette Aluminum Plant,China,Lafayette,Tippecanoe,Aluminum — Extrusion & Casting,Operational,High,https://www.areadevelopment.com/newsitems/2-17-2011/nanshan-america-lafayette-indiana02171.shtml,"2011. Largest aluminum extrusion press in North America; 600,000 sq ft. DUAL FLAG: IDEM permit enforcement Aug 2024 + FBI sealed warrant (separate matters). Facility remains operational. Investment event tracked separately.",Phase4
BeijingWest Industries — Greenfield Suspension Plant,China,Greenfield,Hancock,Automotive — Suspension & Brake Systems,CLOSED July 2024,High,https://americachinasociety.org/news/apr-13-beijingwest-industries-announces-80m-investment-in-greenfield-ind/,"2017–2024. $80M / 441 planned jobs. Closed July 2024; failed tax break compliance. 274,000 sq ft at 2935 N. Michigan Rd., Greenfield. Investment event tracked separately.",Phase4
Indiana Wheel Corporation (Jingu Co.) — Plymouth,China,Plymouth,Marshall,Automotive — Steel Wheel Manufacturing,Operational,High,https://www.areadevelopment.com/newsitems/6-7-2019/indiana-wheel-corporation-plymouth-indiana.shtml,"2019. JV led by Jingu Co. Ltd. (Zhejiang). 300,000 sq ft at 2935 Vanvactor Dr. OEM steel wheels for GM, Ford, VW. Phase 2 expansion 2024. Investment events tracked separately.",Phase4
SF Motors (Seres) — Mishawaka EV Plant (VACATED),China,Mishawaka,St. Joseph,Electric Vehicles,VACATED 2021,High,https://www.areadevelopment.com/newsitems/5-21-2018/sf-motors-mishawaka-indiana-electric-vehicle.shtml,2018–2021. Acquired AM General Mishawaka plant; line never reached volume production. Announced $160M / 467 jobs; ~$20–25M realized. Vacated 2021. Investment event tracked separately.,Phase4
Haier America / GE Appliances — Evansville Tech Center (CLOSED),China,Evansville,Vanderburgh,Consumer Electronics / Appliances R&D,CLOSED August 2024,High,https://www.areadevelopment.com/newsitems/8-1-2015/haier-america-ge-appliances-evansville-indiana-tech-center.shtml,2015–2024. Haier appliance R&D center; ~50 jobs. Haier acquired GE Appliances 2016 ($5.6B); Evansville site closed August 2024 via U.S. R&D consolidation. Investment event tracked separately.,Phase4
Newegg Inc. — Indianapolis Fulfillment Center,China,Indianapolis,Marion,E-Commerce / Distribution,Operational,High,https://www.areadevelopment.com/newsitems/5-1-2013/newegg-indianapolis-fulfillment-center-indiana.shtml,2013. ~150 jobs. Chinese majority ownership from 2016 (Liaison Interactive). Newegg went public via SPAC 2021. Facility operational. Investment event tracked separately.,Phase4
Ingram Micro — Indianapolis (Formerly Chinese-Owned 2016–2021),China,Indianapolis,Marion,IT Distribution / Supply Chain,Operational — Current ownership: Platinum Equity (U.S.),High,https://www.hna.group/en/news/,"HNA Group (Hainan, China) acquired Ingram Micro 2016 for $6B. Sold to Platinum Equity (U.S.) in 2021. Indianapolis HQ maintained throughout. FLAG — OWNERSHIP TIMELINE: Chinese ownership 2016–2021 only. Current ownership is U.S.-based private equity. Tracked here for historical completeness.",Phase4
Vanguard National Trailer Corporation — Monon,China,Monon,White,Transportation Equipment — Trailers,Operational,High,https://www.vanguardtrailer.com/about-vanguard/,Owned by CIMC (China International Marine Containers Group). Dry freight composite trailers; ~500 employees. Chinese ownership not widely publicized locally. Investment event tracked separately.,Phase4
Tian Yuan Incorporated — Salem Plastic Resins,China,Salem,Washington,Plastics / Chemical Manufacturing,Active (Unconfirmed Post-2018),Medium,https://www.areadevelopment.com/newsitems/7-1-2018/tian-yuan-incorporated-salem-indiana-plastic-resins.shtml,2018 IEDC announcement. $2.3M / 35 jobs. No post-2018 operational confirmation found. Investment event tracked separately.,Phase4
Greenville Metals Inc.,China,Greenville,Floyd,Metals — Ferrous & Non-Ferrous,Active,Medium,https://iedc.in.gov/docs/default-source/iedc-assets/china_2019-directory.pdf,Listed in IEDC Indiana–China 2019 FDI directory. Investment details not publicly reported. Chinese parent unconfirmed via secondary sources.,IEDC-China-2019
Yifeng USA LLC,China,Indianapolis,Marion,Manufacturing,Active,Medium,https://iedc.in.gov/docs/default-source/iedc-assets/china_2019-directory.pdf,Listed in IEDC Indiana–China 2019 FDI directory. Investment details not publicly reported.,IEDC-China-2019
